Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Loc_Coimbatore,Loc_Hyderabad,Loc_Kochi,Loc_Mumbai,Loc_Otros,Loc_Pune,Fuel_Diesel,Fuel_Electric,Fuel_Petrol,Trans_Automatic,Trans_Manual,Own_First,Own_Fourth & Above,Own_Second,Own_Third,Brand_FORD,Brand_HONDA,Brand_HYUNDAI,Brand_MARUTI,Brand_MERCEDES-BENZ,Brand_Otros,Brand_TOYOTA,Brand_VOLKSWAGEN
2014.0,35487.0,18.5,1197.0,82.9,5.0,4.74,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2014.0,46374.0,14.62,1999.0,149.92,5.0,8.85,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2016.0,52001.0,14.28,1798.0,138.03,5.0,10.11,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
2008.0,58005.0,14.9,1991.0,112.2,5.0,4.25,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2012.0,70704.0,11.25,2694.0,163.7,7.0,10.95,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2014.0,75000.0,24.4,1120.0,71.0,5.0,3.85,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2012.0,75800.0,16.55,2498.0,105.0,6.0,5.5,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
2015.0,13648.0,17.11,1968.0,174.33,5.0,21.43,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2014.0,52000.0,22.9,1248.0,74.0,5.0,4.25,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2014.0,53000.0,17.8,1248.0,75.0,5.0,3.3,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2013.0,65650.0,28.4,1248.0,74.0,5.0,3.85,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2015.0,54000.0,18.9,1197.0,82.0,5.0,3.6,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2015.0,39000.0,15.04,1598.0,103.2,5.0,3.99,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2017.0,16542.0,25.17,799.0,53.3,5.0,3.3,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2010.0,32000.0,20.36,1197.0,78.9,5.0,2.07,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2010.0,121812.0,9.49,1995.0,147.6,5.0,7.75,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2010.0,39300.0,18.2,998.0,67.1,5.0,2.25,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2017.0,22000.0,13.68,2393.0,147.8,8.0,16.5,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2010.0,72000.0,20.0,1399.0,68.0,5.0,2.75,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2015.0,58000.0,11.74,1796.0,186.0,5.0,26.7,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2011.0,65000.0,15.8,2148.0,170.0,5.0,10.0,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2016.0,178000.0,25.0,1396.0,69.0,5.0,2.5,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2012.0,65664.0,16.55,1968.0,140.0,5.0,13.5,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2007.0,63000.0,16.4,1497.0,78.0,5.0,1.85,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
2019.0,15369.0,17.30400000000001,1950.0,194.0,5.0,35.67,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2016.0,63000.0,24.52,1248.0,88.5,7.0,8.15,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2018.0,13000.0,22.1,1396.0,88.7,5.0,10.5,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2008.0,73000.0,8.5,4806.0,500.0,5.0,14.5,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2015.0,55729.0,15.1,2179.0,140.0,7.0,9.65,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2012.0,45178.0,16.95,1197.0,78.9,5.0,3.48,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2015.0,56066.0,19.64,1461.0,108.5,5.0,6.92,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2016.0,37300.0,16.5,1198.0,86.8,5.0,6.46,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
2014.0,56000.0,18.53,1968.0,187.74,5.0,29.5,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2006.0,230000.0,12.4,1998.0,132.0,8.0,4.5,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2012.0,104000.0,12.8,2494.0,102.0,7.0,11.75,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2012.0,95100.0,22.9,1248.0,74.0,5.0,3.75,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2017.0,70000.0,17.57,1193.0,88.7,5.0,4.5,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2016.0,54944.0,18.0,1198.0,86.7,5.0,4.82,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2012.0,70337.0,20.0,1399.0,68.0,5.0,2.8,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2013.0,99638.0,23.2,1248.0,73.94,5.0,3.11,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2009.0,52000.0,17.8,1497.0,117.3,5.0,3.25,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2011.0,75000.0,16.73,1995.0,218.0,5.0,13.9,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2009.0,95980.0,20.36,1197.0,78.9,5.0,2.25,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2016.0,16000.0,18.9,1197.0,82.0,5.0,5.75,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2016.0,18949.0,17.8,1198.0,86.7,5.0,5.0,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2014.0,107000.0,13.0,2982.0,168.5,7.0,16.5,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2018.0,48367.0,17.68,1968.0,174.33,5.0,39.58,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2013.0,57000.0,22.7,1498.0,89.84,5.0,5.5,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2014.0,58000.0,15.1,2179.0,140.0,7.0,8.1,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2015.0,30000.0,25.8,1498.0,98.6,5.0,3.5,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2013.0,34212.0,22.07,1199.0,73.9,5.0,2.79,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2010.0,70002.0,16.2,1493.0,110.0,5.0,3.45,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2016.0,62000.0,18.9,998.0,67.1,5.0,4.45,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2010.0,62001.0,15.26,1598.0,103.5,5.0,2.65,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2011.0,78958.0,23.0,1396.0,90.0,5.0,3.8,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2014.0,30180.0,18.5,1197.0,82.85,5.0,4.65,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2017.0,32851.0,19.83,1198.0,67.0,7.0,3.95,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2010.0,30000.0,14.94,2967.0,241.4,5.0,9.8,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2009.0,66000.0,17.0,1197.0,80.0,5.0,2.7,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2010.0,93850.0,14.0,796.0,35.0,5.0,2.41,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2014.0,53000.0,17.71,1197.0,78.9,5.0,3.9,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2011.0,78000.0,14.74,2993.0,270.9,5.0,24.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2012.0,65000.0,16.0,2179.0,140.0,7.0,5.75,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
2014.0,40000.0,22.32,1582.0,126.32,5.0,5.25,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2017.0,30000.0,11.36,2755.0,171.5,7.0,19.25,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
2017.0,38053.0,15.1,1196.0,73.0,5.0,3.91,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2014.0,25500.0,25.4,624.0,37.5,4.0,2.15,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2015.0,56087.0,22.69,1995.0,190.0,5.0,20.75,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2010.0,71088.0,13.5,1799.0,130.0,5.0,3.35,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2014.0,55000.0,12.99,2494.0,100.6,7.0,11.11,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2014.0,32700.0,23.3,1984.0,150.0,5.0,20.0,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2016.0,39882.0,19.15,1198.0,75.94,5.0,6.55,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2009.0,128000.0,10.8,2497.0,215.0,5.0,7.0,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2016.0,55000.0,24.3,1248.0,88.5,5.0,7.5,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2014.0,53753.0,15.0,2143.0,107.3,5.0,16.75,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2018.0,10250.0,22.0,1582.0,126.2,5.0,10.95,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2011.0,43874.0,18.9,998.0,67.1,5.0,2.45,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2017.0,32684.0,21.9,624.0,37.48,4.0,3.23,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2014.0,42000.0,12.05,2179.0,120.0,8.0,7.75,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2009.0,28352.0,11.7,1796.0,178.0,5.0,9.35,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2007.0,47700.0,10.8,2354.0,152.0,5.0,5.25,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
2015.0,55000.0,21.21,1498.0,103.2,5.0,7.25,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2017.0,44285.0,20.73,1373.0,91.1,5.0,7.47,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2016.0,54000.0,16.0,2179.0,140.0,7.0,13.25,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2016.0,30232.0,21.1,1197.0,85.8,5.0,5.81,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2014.0,88500.0,24.07,998.0,67.1,5.0,2.6,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2017.0,13372.0,19.0,2996.0,362.07,2.0,54.0,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2019.0,12645.0,17.0,1591.0,121.3,5.0,11.5,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2010.0,94385.0,19.7,796.0,46.3,5.0,1.6,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2015.0,31821.0,20.58,1995.0,143.0,5.0,17.22,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2015.0,12000.0,19.0,1199.0,88.7,5.0,6.0,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
2012.0,88578.0,13.5,1799.0,130.0,5.0,3.95,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2014.0,44965.0,19.27,2143.0,170.0,5.0,17.95,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2014.0,45044.0,25.8,1498.0,98.6,5.0,3.7,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2016.0,34204.0,22.0,1197.0,81.8,5.0,5.43,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2012.0,91235.0,11.5,2982.0,171.0,7.0,13.49,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2014.0,38800.0,18.6,1199.0,76.8,5.0,2.85,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2013.0,83000.0,21.14,1498.0,103.52,5.0,4.75,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2018.0,41283.0,20.73,1373.0,91.1,5.0,9.9,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2013.0,23000.0,11.05,2894.0,444.0,4.0,37.0,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2014.0,48000.0,21.76,1995.0,190.0,5.0,26.5,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2015.0,48214.0,17.11,1968.0,174.33,5.0,23.32,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2016.0,35000.0,22.9,1248.0,74.0,5.0,6.25,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2010.0,35277.0,7.81,5461.0,362.9,5.0,30.0,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2016.0,54620.0,21.66,1498.0,103.52,5.0,9.86,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2012.0,136997.0,17.2,1968.0,138.1,5.0,8.5,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2019.0,14322.0,21.1,814.0,55.2,5.0,4.23,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2012.0,65634.0,22.07,1199.0,73.9,5.0,3.5,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2016.0,6000.0,20.63,1198.0,67.06,5.0,2.5,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2013.0,33280.0,19.4,1198.0,86.8,5.0,2.39,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2013.0,29000.0,14.8,1595.0,120.7,5.0,11.25,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2015.0,42831.0,26.0,1498.0,98.6,5.0,7.11,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2016.0,90000.0,12.99,2494.0,100.6,7.0,10.9,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2017.0,24005.0,20.4,1197.0,81.8,5.0,6.2,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2012.0,32792.0,15.1,2179.0,140.0,7.0,7.9,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2014.0,147898.0,22.7,1498.0,89.84,5.0,4.42,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2012.0,131765.0,13.0,2982.0,168.5,7.0,13.5,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2013.0,65000.0,21.5,1498.0,108.5,5.0,6.25,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2010.0,66123.0,20.0,1399.0,68.0,5.0,2.1,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2015.0,41000.0,15.3,2993.0,258.0,5.0,45.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2017.0,23550.0,19.27,2143.0,167.62,5.0,33.66,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2012.0,45000.0,19.4,1198.0,86.8,5.0,3.65,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
2013.0,60000.0,20.36,1197.0,78.9,5.0,2.75,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2016.0,44414.0,17.9,2143.0,170.0,5.0,42.5,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2019.0,1000.0,18.9,1197.0,81.86,5.0,6.5,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2012.0,62500.0,17.68,1968.0,174.33,5.0,19.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2013.0,21000.0,14.4,1598.0,103.6,5.0,4.45,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2017.0,8525.0,16.6,1998.0,112.0,5.0,23.0,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2014.0,29000.0,22.54,1396.0,88.73,5.0,8.35,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2014.0,40000.0,17.68,1968.0,174.33,5.0,22.95,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2012.0,88000.0,25.44,936.0,57.6,5.0,1.5,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2012.0,53537.0,13.7,1798.0,157.75,5.0,6.89,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2006.0,216000.0,17.8,1399.0,68.0,5.0,1.45,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2014.0,51000.0,22.48,1995.0,190.0,5.0,33.5,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
